Outlet_ID,Outlet_Size,Cooler_Count,Outlet_Type
OUT_08282,Small,0,Bakery
OUT_08283,Small,1,SMMT
OUT_08284,Small,1,Hotel
OUT_08285,Small,1,Grocery
OUT_08286,Medium,1,Eatery
OUT_08287,Medium,1,Grocery
OUT_08288,Medium,2,Bakery
OUT_08289,Small,0,Kiosk
OUT_08290,Small,0,Grocery
OUT_08291,Small,1,Hotel
OUT_08292,Large,5,Hotel
OUT_08293,Small,0,Bakery
OUT_08294,Medium,1,SMMT
OUT_08295,Small,0,Grocery
OUT_08296,Extra Large,5,Grocery
OUT_08297,Small,0,Eatery
OUT_08298,Extra Large,5,Kiosk
OUT_08299,Small,0,Hotel
OUT_08300,Medium,2,Bakery
OUT_08301,Small,1,Pharmacy
OUT_08302,Small,0,Pharmacy
OUT_08303,Medium,1,Bakry
OUT_08304,Extra Large,2,SMMT
OUT_08305,Large,4,Hotel
OUT_08306,Small,0,Bakery
OUT_08307,Large,2,Pharmacy
OUT_08308,Medium,2,Bakery
OUT_08309,Medium,2,Grocery
OUT_08310,Medium,2,Eatery
OUT_08311,Small,0,Bakery
OUT_08312,Small,0,SMMT
OUT_08313,Large,5,Grocery
OUT_08314,small,0,Bakery
OUT_08315,Small,1,SMMT
OUT_08316,Small,0,Kiosk
OUT_08317,Small,0,SMMT
OUT_08318,Small,1,Eatery
OUT_08319,Medium,2,Pharmacy
OUT_08320,Medium,1,Kiosk
OUT_08321,Medium,2,SMMT
OUT_08322,Small,0,Kiosk
OUT_08323,Medium,1,Kiosk
OUT_08324,Small,0,Hotel
OUT_08325,Medium,1,Bakry
OUT_08326,Medium,2,Hotel
OUT_08327,Large,3,Hotel
OUT_08328,Medium,2,Grocery
OUT_08329,Medium,2,Bakery
OUT_08330,Large,5,Pharmacy
OUT_08331,Large,5,Hotel
OUT_08332,Large,4,Bakery
OUT_08333,Small,0,Pharmacy
OUT_08334,Small,1,SMMT
OUT_08335,Medium,2,Hotel
OUT_08336,small,4,Eatery
OUT_08337,Small,0,Hotel
OUT_08338,Medium,2,Kiosk
OUT_08339,Small,0,Bakery
OUT_08340,Medium,1,SMMT
OUT_08341,Small,0,Bakery
OUT_08342,Medium,2,SMMT
OUT_08343,Small,0,Eatery
OUT_08344,small,1,Grocery
OUT_08345,Small,0,Hotel
OUT_08346,Medium,1,Hotel
OUT_08347,Large,5,Grocery
OUT_08348,Large,5,Bakery
OUT_08349,Small,0,SMMT
OUT_08350,Small,1,Bakry
OUT_08351,Medium,2,Hotel
OUT_08352,Small,0,Pharmacy
OUT_08353,Small,0,Hotel
OUT_08354,Small,0,Grocery
OUT_08355,Large,2,Eatery
OUT_08356,Medium,1,Grocery
OUT_08357,Medium,2,Grocery
OUT_08358,Medium,1,Grocery
OUT_08359,Small,1,Hotel
OUT_08360,Large,3,Bakery
OUT_08361,Medium,2,Grocery
OUT_08362,Large,4,Pharmacy
OUT_08363,Small,0,Eatery
OUT_08364,Small,1,Hotel
OUT_08365,Small,0,Grocery
OUT_08366,Small,0,Eatery
OUT_08367,Small,0,SMMT
OUT_08368,Small,0,Eatery
OUT_08369,Small,0,Eatery
OUT_08370,Small,1,Hotel
OUT_08371,Medium,2,Grocery
OUT_08372,Small,0,Hotel
OUT_08373,Small,0,Bakery
OUT_08374,Small,0,Bakry
OUT_08375,Small,1,Grocry
OUT_08376,Small,0,Bakery
OUT_08377,Medium,2,Grocery
OUT_08378,Medium,1,SMMT
OUT_08379,Small,0,SMMT
OUT_08380,Medium,2,Eatery
OUT_08381,Small,0,Eatery
OUT_08382,Large,5,Hotel
OUT_08383,Small,0,Pharmacy
OUT_08384,Small,0,Eatery
OUT_08385,Small,1,Pharmacy
OUT_08386,Medium,1,Hotel
OUT_08387,Medium,1,Grocery
OUT_08388,Medium,1,Bakery
OUT_08389,Small,1,Hotel
OUT_08390,Medium,2,Eatery
OUT_08391,small,2,Pharmacy
OUT_08392,Small,0,Kiosk
OUT_08393,Small,0,Bakery
OUT_08394,Small,0,Hotel
OUT_08395,small,0,Hotel
OUT_08396,Medium,2,Pharmacy
OUT_08397,Small,0,Eatery
OUT_08398,Medium,2,Grocery
OUT_08399,small,0,Eatery
OUT_08400,Large,4,Bakry
OUT_08401,Small,1,Pharmacy
OUT_08402,Extra Large,2,Kiosk
OUT_08403,Small,0,Kiosk
OUT_08404,Small,0,Eatery
OUT_08405,Small,0,Bakery
OUT_08406,Medium,1,SMMT
OUT_08407,Small,1,Eatery
OUT_08408,Large,5,SMMT
OUT_08409,Small,0,Pharmacy
OUT_08410,Small,0,Pharmacy
OUT_08411,Medium,1,Hotel
OUT_08412,Small,0,Pharmacy
OUT_08413,Medium,1,Bakery
OUT_08414,Medium,1,Bakery
OUT_08415,Small,1,Bakery
OUT_08416,Small,0,Hotel
OUT_08417,Small,1,SMMT
OUT_08418,Small,0,Hotel
OUT_08419,Small,1,SMMT
OUT_08420,Small,1,Pharmacy
OUT_08421,Medium,1,SMMT
OUT_08422,Medium,2,SMMT
OUT_08423,Small,0,Hotel
OUT_08424,Small,1,Eatery
OUT_08425,Small,1,Bakery
OUT_08426,Small,0,Grocery
OUT_08427,Large,4,Bakery
OUT_08428,Small,0,Bakery
OUT_08429,Small,0,Bakery
OUT_08430,Small,0,Eatery
OUT_08431,Small,1,Kiosk
OUT_08432,Extra Large,4,SMMT
OUT_08433,small,3,Pharmacy
OUT_08434,Small,0,Pharmacy
OUT_08435,Small,0,SMMT
OUT_08436,Medium,2,Pharmacy
OUT_08437,Large,3,SMMT
OUT_08438,Large,5,Eatery
OUT_08439,small,0,Bakery
OUT_08440,Small,0,Eatery
OUT_08441,Small,0,SMMT
OUT_08442,Extra Large,2,Pharmacy
OUT_08443,Medium,2,SMMT
OUT_08444,Medium,1,Eatery
OUT_08445,Small,0,Pharmacy
OUT_08446,Medium,1,Bakery
OUT_08447,Small,0,Kiosk
OUT_08448,Medium,1,Eatery
OUT_08449,Large,2,SMMT
OUT_08450,Small,1,Hotel
OUT_08451,Medium,2,Bakery
OUT_08452,Extra Large,5,Kiosk
OUT_08453,Small,1,Grocery
OUT_08454,,0,Eatery
OUT_08455,Large,4,SMMT
OUT_08456,Small,1,Kiosk
OUT_08457,Large,2,Kiosk
OUT_08458,Large,2,Kiosk
OUT_08459,Medium,2,Grocery
OUT_08460,Small,0,Bakery
OUT_08461,Medium,2,Hotel
OUT_08462,Small,1,Grocery
OUT_08463,Medium,2,Bakry
OUT_08464,Large,5,Eatery
OUT_08465,Medium,1,SMMT
OUT_08466,Medium,1,Eatery
OUT_08467,small,4,Grocery
OUT_08468,Medium,2,Pharmacy
OUT_08469,Medium,1,Pharmacy
OUT_08470,Medium,2,Bakery
OUT_08471,Small,1,Bakery
OUT_08472,Medium,1,Hotel
OUT_08473,Medium,1,Kiosk
OUT_08474,Large,5,Kiosk
OUT_08475,Small,1,Grocery
OUT_08476,Small,1,Kiosk
OUT_08477,Large,2,Grocery
OUT_08478,Small,1,SMMT
OUT_08479,Medium,1,Hotel
OUT_08480,Medium,2,SMMT
OUT_08481,Small,0,Pharmacy
OUT_08482,Medium,2,Kiosk
OUT_08483,Small,1,Hotel
OUT_08484,Extra Large,2,Bakery
OUT_08485,Extra Large,2,Hotel
OUT_08486,Small,1,Kiosk
OUT_08487,Small,0,Kiosk
OUT_08488,Small,0,Bakery
OUT_08489,Large,3,Kiosk
OUT_08490,Medium,2,Hotel
OUT_08491,Medium,1,Hotel
OUT_08492,Medium,1,Grocry
OUT_08493,Large,5,Pharmacy
OUT_08494,Small,0,SMMT
OUT_08495,,1,Pharmacy
OUT_08496,Large,4,Bakery
OUT_08497,Small,0,Bakery
OUT_08498,Small,0,Eatery
OUT_08499,Small,0,Pharmacy
OUT_08500,Small,0,SMMT
OUT_08501,Small,0,Pharmacy
OUT_08502,Large,2,Eatery
OUT_08503,Small,0,Kiosk
OUT_08504,Medium,2,Eatery
OUT_08505,small,1,Kiosk
OUT_08506,Large,2,Hotel
OUT_08507,Small,0, Eatery 
OUT_08508,Medium,2,Bakry
OUT_08509,Small,1,SMMT
OUT_08510,Small,0,Hotel
OUT_08511,Small,0,Grocery
OUT_08512,Large,4,Kiosk
OUT_08513,Small,1,Bakery
OUT_08514,small,0,Grocery
OUT_08515,Medium,2,Eatery
OUT_08516,Small,1,Kiosk
OUT_08517,Large,5,Pharmacy
OUT_08518,Medium,2,Bakery
OUT_08519,Small,0,Hotel
OUT_08520,Small,0,Bakery
OUT_08521,Small,0,Hotel
OUT_08522,Small,0,Bakery
OUT_08523,Medium,1,Bakery
OUT_08524,Medium,2,SMMT
OUT_08525,Medium,2,SMMT
OUT_08526,Extra Large,3,Eatery
OUT_08527,small,1,Pharmacy
OUT_08528,Small,0,Pharmacy
OUT_08529,Small,0,Pharmacy
OUT_08530,Medium,1,Hotel
OUT_08531,Small,0,Kiosk
OUT_08532,Medium,2,Eatery
OUT_08533,Small,0,Kiosk
OUT_08534,Small,0,Eatery
OUT_08535,Small,0,Kiosk
OUT_08536,Small,1,Kiosk
OUT_08537,Large,3,Bakery
OUT_08538,Small,1,Grocery
OUT_08539,Medium,1,Pharmacy
OUT_08540,Large,2,Kiosk
OUT_08541,Medium,2,Kiosk
OUT_08542,Small,0,Kiosk
OUT_08543,Medium,2,Grocery
OUT_08544,Large,5,Eatery
OUT_08545,Small,1,Eatery
OUT_08546,Small,0,Bakery
OUT_08547,Small,0,Bakery
OUT_08548,Small,0,Kiosk
OUT_08549,Extra Large,2,Kiosk
OUT_08550,Large,5,Grocery
OUT_08551,Small,0,Kiosk
OUT_08552,Large,2,Bakry
OUT_08553,Medium,1,Kiosk
OUT_08554,Small,0,Eatery
OUT_08555,Large,2,Grocry
OUT_08556,Medium,2,Grocery
OUT_08557,Small,0,Grocery
OUT_08558,Small,0,Bakery
OUT_08559,Large,4,SMMT
OUT_08560,Medium,2,Hotel
OUT_08561,Medium,1,Kiosk
OUT_08562,Small,0,Kiosk
OUT_08563,Medium,1,Bakery
OUT_08564,Large,4,Hotel
OUT_08565,Large,2,Hotel
OUT_08566,Medium,1,Kiosk
OUT_08567,Small,1,SMMT
OUT_08568,Large,3,Eatery
OUT_08569,Small,1,SMMT
OUT_08570,Small,1,Kiosk
OUT_08571,Small,1,Bakry
OUT_08572,Small,1,SMMT
OUT_08573,Medium,1,Kiosk
OUT_08574,Medium,2,Bakry
OUT_08575,Medium,2,Eatery
OUT_08576,Small,0,Grocery
OUT_08577,Medium,1,Pharmacy
OUT_08578,Medium,1, Eatery 
OUT_08579,Small,1,Grocery
OUT_08580,Small,0,Eatery
OUT_08581,Medium,2,Grocery
OUT_08582,Medium,2,Hotel
OUT_08583,Extra Large,4,SMMT
OUT_08584,Small,0,SMMT
OUT_08585,Small,0,Grocery
OUT_08586,Small,0,Eatery
OUT_08587,Small,1,Kiosk
OUT_08588,Medium,2,SMMT
OUT_08589,Small,0,Eatery
OUT_08590,Medium,2,Grocery
OUT_08591,Small,0,Eatery
OUT_08592,Medium,2,Bakery
OUT_08593,Small,1,Bakery
OUT_08594,Small,0,SMMT
OUT_08595,Medium,2,Hotel
OUT_08596,Medium,1,SMMT
OUT_08597,Small,0,Pharmacy
OUT_08598,Small,1,Kiosk
OUT_08599,Small,0,Eatery
OUT_08600,Small,1,SMMT
OUT_08601,small,1,Eatery
OUT_08602,Medium,2,Kiosk
OUT_08603,Large,4,Bakery
OUT_08604,Small,0,Grocery
OUT_08605,Small,0,Bakry
OUT_08606,Large,4,Eatery
OUT_08607,Small,0,Eatery
OUT_08608,Medium,2,Bakery
OUT_08609,Small,0,Kiosk
OUT_08610,Small,1,SMMT
OUT_08611,Medium,1,Hotel
OUT_08612,Small,1,Pharmacy
OUT_08613,Medium,2,Grocery
OUT_08614,Extra Large,4,SMMT
OUT_08615,Small,1,Hotel
OUT_08616,,1,SMMT
OUT_08617,Small,0,SMMT
OUT_08618,Medium,1,Grocery
OUT_08619,Large,2,Hotel
OUT_08620,Small,1,Kiosk
OUT_08621,Small,0,SMMT
OUT_08622,Small,1,Grocery
OUT_08623,Medium,2,Hotel
OUT_08624,Small,0,Pharmacy
OUT_08625,Extra Large,4,Bakery
OUT_08626,Medium,2,Eatery
OUT_08627,Small,1,Eatery
OUT_08628,small,0,Pharmacy
OUT_08629,Small,0,Bakery
OUT_08630,Large,3,SMMT
OUT_08631,Large,4,Hotel
OUT_08632,Small,0,Grocery
OUT_08633,Small,1,Pharmacy
OUT_08634,Small,0,Kiosk
OUT_08635,Small,0,Grocery
OUT_08636,Extra Large,2,Kiosk
OUT_08637,Small,1,Bakery
OUT_08638,Medium,2,Eatery
OUT_08639,Small,0,SMMT
OUT_08640,Medium,1,SMMT
OUT_08641,Medium,2,Hotel
OUT_08642,Large,5,Grocry
OUT_08643,Medium,1,Grocery
OUT_08644,Small,0,Hotel
OUT_08645,Small,0,Eatery
OUT_08646,Small,0,Grocery
OUT_08647,Large,4,SMMT
OUT_08648,Medium,1,Eatery
OUT_08649,Small,0,Pharmacy
OUT_08650,Medium,2,Kiosk
OUT_08651,Extra Large,5,Pharmacy
OUT_08652,Large,5,Bakery
OUT_08653,Large,4,Kiosk
OUT_08654,Small,0,Eatery
OUT_08655,Medium,1,SMMT
OUT_08656,Medium,1,Bakery
OUT_08657,Medium,2,Kiosk
OUT_08658,Large,3,Eatery
OUT_08659,Small,0,Bakry
OUT_08660,Extra Large,3,Hotel
OUT_08661,Small,0,Bakery
OUT_08662,small,1,Grocery
OUT_08663,Small,0,Hotel
OUT_08664,Small,0,SMMT
OUT_08665,Large,2,Kiosk
OUT_08666,Extra Large,4,Kiosk
OUT_08667,Small,0,Grocery
OUT_08668,Small,0,Pharmacy
OUT_08669,Small,0,Hotel
OUT_08670,Large,4,Pharmacy
OUT_08671,Small,1,Eatery
OUT_08672,Small,1,SMMT
OUT_08673,Large,3,Hotel
OUT_08674,Medium,2,Grocery
OUT_08675,Small,0,Hotel
OUT_08676,Extra Large,2,Grocery
OUT_08677,Small,0,Hotel
OUT_08678,Small,1,Kiosk
OUT_08679,Medium,1,Grocery
OUT_08680,Medium,1,Eatery
OUT_08681,small,2,Eatery
OUT_08682,Large,2,Eatery
OUT_08683,Small,0,Kiosk
OUT_08684,Small,0,Pharmacy
OUT_08685,Small,0,SMMT
OUT_08686,Medium,2,Pharmacy
OUT_08687,Small,0,Pharmacy
OUT_08688,Small,0,SMMT
OUT_08689,Small,0,Bakery
OUT_08690,Small,0,Grocery
OUT_08691,Medium,2,Eatery
OUT_08692,Medium,1,Hotel
OUT_08693,Medium,1,Bakery
OUT_08694,Medium,1,Bakery
OUT_08695,Large,3,Hotel
OUT_08696,Small,0,Kiosk
OUT_08697,Small,1,SMMT
OUT_08698,Medium,1,SMMT
OUT_08699,Medium,1,SMMT
OUT_08700,Medium,1,Pharmacy
OUT_08701,Medium,1,Bakery
OUT_08702,Medium,1,SMMT
OUT_08703,Small,1,Hotel
OUT_08704,Large,5,Pharmacy
OUT_08705,Medium,1,Hotel
OUT_08706,Small,1,Pharmacy
OUT_08707,Small,1,Hotel
OUT_08708,Large,3,Bakery
OUT_08709,Small,1,Hotel
OUT_08710,Small,0,Pharmacy
OUT_08711,Small,1,Pharmacy
OUT_08712,Small,0,Grocery
OUT_08713,Small,0,Bakery
OUT_08714,Medium,2,Bakery
OUT_08715,Small,0,Hotel
OUT_08716,Extra Large,2,Grocery
OUT_08717,Medium,1,Bakery
OUT_08718,Small,0,Grocery
OUT_08719,Medium,1,Hotel
OUT_08720,Small,0,SMMT
OUT_08721,Large,5,Bakery
OUT_08722,Medium,1,Pharmacy
OUT_08723,Medium,2,SMMT
OUT_08724,Small,0,Grocery
OUT_08725,Small,0,Hotel
OUT_08726,small,2,Grocery
OUT_08727,Small,0,Grocery
OUT_08728,Medium,1,Bakery
OUT_08729,small,0,SMMT
OUT_08730,Small,1,Bakery
OUT_08731,Small,1,SMMT
OUT_08732,Small,1,SMMT
OUT_08733,Small,0,SMMT
OUT_08734,Small,0,Kiosk
OUT_08735,Medium,1,Eatery
OUT_08736,Large,2,Bakery
OUT_08737,Small,0,Hotel
OUT_08738,Medium,2,Grocry
OUT_08739,Extra Large,4,Eatery
OUT_08740,Small,1,Kiosk
OUT_08741,Small,1,Eatery
OUT_08742,small,3,Grocery
OUT_08743,small,1,Eatery
OUT_08744,Small,0,Kiosk
OUT_08745,Medium,2,Grocery
OUT_08746,Small,0,Grocery
OUT_08747,Small,0,SMMT
OUT_08748,Small,0,SMMT
OUT_08749,Medium,1,Grocry
OUT_08750,Medium,2,SMMT
OUT_08751,Medium,2,Kiosk
OUT_08752,Small,0,Grocery
OUT_08753,Large,3,Grocery
OUT_08754,Small,0,Hotel
OUT_08755,Small,1,Bakery
OUT_08756,Large,3,Kiosk
OUT_08757,Small,0,Pharmacy
OUT_08758,small,4,Pharmacy
OUT_08759,Large,3,Kiosk
OUT_08760,Small,1,Bakery
OUT_08761,Large,5,SMMT
OUT_08762,Small,0,Hotel
OUT_08763,Medium,2,SMMT
OUT_08764,Large,5,Bakery
OUT_08765,Small,1,Hotel
OUT_08766,small,1,Grocery
OUT_08767,Large,2,Eatery
OUT_08768,Small,1,Grocery
OUT_08769,Small,0,Grocery
OUT_08770,Medium,1,Kiosk
OUT_08771,Medium,1,Grocery
OUT_08772,Medium,1,Grocry
OUT_08773,Small,0,Pharmacy
OUT_08774,Small,0,Pharmacy
OUT_08775,Medium,1,SMMT
OUT_08776,Large,4,Eatery
OUT_08777,Small,0,Grocery
OUT_08778,Small,0,Kiosk
OUT_08779,Small,0,Kiosk
OUT_08780,Large,3,SMMT
OUT_08781,Medium,1,Kiosk
OUT_08782,Medium,2,Bakery
OUT_08783,Large,2,Hotel
OUT_08784,Medium,1,Grocery
OUT_08785,Large,3,Eatery
OUT_08786,Small,0,Kiosk
OUT_08787,Medium,1,Hotel
OUT_08788,small,0,Pharmacy
OUT_08789,Large,2,Kiosk
OUT_08790,Small,1,Bakery
OUT_08791,Medium,2,SMMT
OUT_08792,Small,0,SMMT
OUT_08793,Small,0,Pharmacy
OUT_08794,Medium,1,SMMT
OUT_08795,Small,0,Eatery
OUT_08796,Small,1,Grocery
OUT_08797,Small,0,SMMT
OUT_08798,Small,0,Hotel
OUT_08799,Small,0,SMMT
OUT_08800,Small,0,Pharmacy
OUT_08801,Medium,2,Grocery
OUT_08802,Small,1,Pharmacy
OUT_08803,Medium,1,Kiosk
OUT_08804,Small,1,Bakery
OUT_08805,Extra Large,3,Grocery
OUT_08806,Small,0,Hotel
OUT_08807,Medium,1,Grocery
OUT_08808,Medium,2,Eatery
OUT_08809,Small,0,Eatery
OUT_08810,small,1,Pharmacy
OUT_08811,Small,1,Bakery
OUT_08812,Small,0,Eatery
OUT_08813,small,1,SMMT
OUT_08814,Small,0,Eatery
OUT_08815,Large,5,Eatery
OUT_08816,Small,0,Bakery
OUT_08817,Medium,1,Bakery
OUT_08818,Medium,2,Pharmacy
OUT_08819,Medium,1,Bakery
OUT_08820,Small,0,Kiosk
OUT_08821,Medium,1,Grocery
OUT_08822,Medium,2,Pharmacy
OUT_08823,Medium,2,Eatery
OUT_08824,Small,0,Pharmacy
OUT_08825,Small,0,Hotel
OUT_08826,Large,4,Pharmacy
OUT_08827,Extra Large,5,Kiosk
OUT_08828,Small,0,Kiosk
OUT_08829,Small,0,SMMT
OUT_08830,Small,1,Bakery
OUT_08831,Extra Large,4,Bakery
OUT_08832,Small,0,Pharmacy
OUT_08833,Small,0,Pharmacy
OUT_08834,Small,1,Bakery
OUT_08835,Extra Large,3,Pharmacy
OUT_08836,Small,0,Hotel
OUT_08837,Medium,1,Hotel
OUT_08838,Medium,1,Pharmacy
OUT_08839,Small,0,Grocry
OUT_08840,Large,5,Pharmacy
OUT_08841,Large,2,Kiosk
OUT_08842,Small,0,SMMT
OUT_08843,Large,3,Bakery
OUT_08844,Medium,1,Pharmacy
OUT_08845,Medium,1,Pharmacy
OUT_08846,Medium,2,Pharmacy
OUT_08847,Medium,2,Hotel
OUT_08848,Medium,2,Grocery
OUT_08849,Medium,1,Pharmacy
OUT_08850,Large,4,Bakery
OUT_08851,Small,0,Eatery
OUT_08852,Small,0,Eatery
OUT_08853,Large,3,SMMT
OUT_08854,Small,0,Bakry
OUT_08855,Large,4,Hotel
OUT_08856,Small,0,SMMT
OUT_08857,Medium,1,Bakery
OUT_08858,Medium,2,Eatery
OUT_08859,Small,0,Grocery
OUT_08860,Large,3,Grocery
OUT_08861,Small,1,Grocery
OUT_08862,small,3,Grocery
OUT_08863,Small,0,Pharmacy
OUT_08864,Small,1,SMMT
OUT_08865,Medium,2,Kiosk
OUT_08866,Small,0,Grocery
OUT_08867,Small,0,Kiosk
OUT_08868,Small,0,Kiosk
OUT_08869,Medium,1,Kiosk
OUT_08870,Small,1,Grocery
OUT_08871,Large,3,Eatery
OUT_08872,Extra Large,3,Hotel
OUT_08873,Small,0,Hotel
OUT_08874,Small,0,Pharmacy
OUT_08875,Medium,1,Kiosk
OUT_08876,Small,0,Pharmacy
OUT_08877,Large,4,Grocery
OUT_08878,Medium,1,Grocery
OUT_08879,Medium,2,Pharmacy
OUT_08880,Small,0,Pharmacy
OUT_08881,Small,0,Grocery
OUT_08882,Small,0,Grocery
OUT_08883,Large,3,Eatery
OUT_08884,Large,3,SMMT
OUT_08885,Small,0,Pharmacy
OUT_08886,Large,3,SMMT
OUT_08887,Medium,2,Grocery
OUT_08888,Small,0,Kiosk
OUT_08889,Small,1,Pharmacy
OUT_08890,,1,Bakery
OUT_08891,Large,4,Grocery
OUT_08892,Medium,2,Eatery
OUT_08893,Medium,2,Eatery
OUT_08894,Small,1,Grocery
OUT_08895,Large,3,Bakery
OUT_08896,Small,1,Pharmacy
OUT_08897,Medium,1,Grocery
OUT_08898,Large,5,Hotel
OUT_08899,Medium,2,Eatery
OUT_08900,Small,0,Bakery
OUT_08901,Small,0,Bakery
OUT_08902,Medium,1,Hotel
OUT_08903,Small,0,Hotel
OUT_08904,Small,0,SMMT
OUT_08905,Small,0,SMMT
OUT_08906,Medium,1,Eatery
OUT_08907,Medium,1,Bakery
OUT_08908,Small,1,Grocery
OUT_08909,Small,1,Hotel
OUT_08910,Large,2,Eatery
OUT_08911,Small,0,Hotel
OUT_08912,Medium,2,Bakery
OUT_08913,Large,2,Hotel
OUT_08914,Large,5,Bakery
OUT_08915,Small,0,Hotel
OUT_08916,Small,0,Bakery
OUT_08917,Small,0,Grocery
OUT_08918,Medium,1,Kiosk
OUT_08919,Small,1,Bakery
OUT_08920,Small,0,Kiosk
OUT_08921,Large,5,SMMT
OUT_08922,Medium,1,Pharmacy
OUT_08923,Small,1,Hotel
OUT_08924,Medium,2,Pharmacy
OUT_08925,Large,2,Bakery
OUT_08926,Small,0,Grocery
OUT_08927,Medium,1,Hotel
OUT_08928,Large,3,SMMT
OUT_08929,Extra Large,2,Grocery
OUT_08930,Small,0,Eatery
OUT_08931,Small,0,Grocery
OUT_08932,Small,1,Hotel
OUT_08933,Medium,2,Eatery
OUT_08934,Medium,2,Kiosk
OUT_08935,Medium,2,Pharmacy
OUT_08936,Small,1,Kiosk
OUT_08937,Small,0,Bakry
OUT_08938,Large,3,SMMT
OUT_08939,Small,0,Bakery
OUT_08940,Small,1,SMMT
OUT_08941,Small,0,Grocry
OUT_08942,Small,0,Hotel
OUT_08943,Small,0,Kiosk
OUT_08944,Large,4,Pharmacy
OUT_08945,Small,1,Pharmacy
OUT_08946,Large,5,Hotel
OUT_08947,Large,5,Kiosk
OUT_08948,Small,0,Kiosk
OUT_08949,Medium,2,Grocry
OUT_08950,Medium,1,Eatery
OUT_08951,Small,0,Hotel
OUT_08952,Small,0,Hotel
OUT_08953,Small,0,Bakery
OUT_08954,Small,0,Kiosk
OUT_08955,Small,1,Bakery
OUT_08956,Small,0,Pharmacy
OUT_08957,Small,0,Pharmacy
OUT_08958,Large,2,Pharmacy
OUT_08959,Medium,2,SMMT
OUT_08960,Small,0,Bakery
OUT_08961,small,3,Kiosk
OUT_08962,small,0, Eatery 
OUT_08963,Small,0,Grocery
OUT_08964,Large,2,Hotel
OUT_08965,Large,5,Pharmacy
OUT_08966,Medium,2,SMMT
OUT_08967,Small,1,Eatery
OUT_08968,Medium,1,SMMT
OUT_08969,Large,5,Kiosk
OUT_08970,Medium,1,Eatery
OUT_08971,Small,0,Kiosk
OUT_08972,Small,1,Hotel
OUT_08973,Small,0,Kiosk
OUT_08974,Medium,2,Pharmacy
OUT_08975,Small,1,SMMT
OUT_08976,Small,0,Bakery
OUT_08977,Small,0,Bakery
OUT_08978,Large,3,Pharmacy
OUT_08979,Large,2,Pharmacy
OUT_08980,Small,1,Grocery
OUT_08981,Small,0,Grocery
OUT_08982,small,0,SMMT
OUT_08983,Medium,1,Bakery
OUT_08984,Small,0,SMMT
OUT_08985,Small,1,Pharmacy
OUT_08986,Large,4,Eatery
OUT_08987,Medium,1,Eatery
OUT_08988,Small,0,Grocery
OUT_08989,Small,0,Bakery
OUT_08990,Small,0,SMMT
OUT_08991,Medium,2,Pharmacy
OUT_08992,Large,4,SMMT
OUT_08993,Small,0,Pharmacy
OUT_08994,Medium,2,Grocery
OUT_08995,Extra Large,5,SMMT
OUT_08996,Small,0,Hotel
OUT_08997,Medium,2,Grocery
OUT_08998,Medium,2,Hotel
OUT_08999,Medium,1,Hotel
OUT_09000,Small,1,Grocery
OUT_09001,Small,0,SMMT
OUT_09002,Small,1,Kiosk
OUT_09003,Small,0,Kiosk
OUT_09004,Small,0,Grocry
OUT_09005,Small,0,Bakery
OUT_09006,Extra Large,3,Kiosk
OUT_09007,Extra Large,5,Hotel
OUT_09008,Small,0,Hotel
OUT_09009,Small,1,SMMT
OUT_09010,Large,4,Hotel
OUT_09011,Large,2,Hotel
OUT_09012,Extra Large,3,Pharmacy
OUT_09013,Small,0,Hotel
OUT_09014,Large,4,Kiosk
OUT_09015,Extra Large,4,SMMT
OUT_09016,Small,0,Hotel
OUT_09017,Small,0,Grocery
OUT_09018,Small,0,Hotel
OUT_09019,Small,0,SMMT
OUT_09020,Small,1, Eatery 
OUT_09021,Small,0,Bakery
OUT_09022,Medium,1,SMMT
OUT_09023,Small,0,Eatery
OUT_09024,Extra Large,2,Kiosk
OUT_09025,Medium,2,Hotel
OUT_09026,Small,0,Eatery
OUT_09027,Small,1,Pharmacy
OUT_09028,Medium,1,Hotel
OUT_09029,Small,0,SMMT
OUT_09030,Small,0,Kiosk
OUT_09031,Small,0,Bakery
OUT_09032,Medium,1,Hotel
OUT_09033,Small,1,Bakery
OUT_09034,Medium,1,Kiosk
OUT_09035,Medium,1,Hotel
OUT_09036,Extra Large,2,Grocery
OUT_09037,Small,1,SMMT
OUT_09038,Medium,2,Pharmacy
OUT_09039,Large,4,Bakery
OUT_09040,,0,Kiosk
OUT_09041,Medium,1,Grocery
OUT_09042,Large,3,SMMT
OUT_09043,Large,4,Hotel
OUT_09044,Medium,2,Hotel
OUT_09045,Medium,2,Eatery
OUT_09046,Small,1,Pharmacy
OUT_09047,Large,5,Kiosk
OUT_09048,Large,4,Grocery
OUT_09049,Small,0,Kiosk
OUT_09050,Large,2,Hotel
OUT_09051,Large,2,Bakery
OUT_09052,Small,0,Bakery
OUT_09053,Medium,2,Kiosk
OUT_09054,Medium,2,Pharmacy
OUT_09055,Small,0,Hotel
OUT_09056,Medium,2,Eatery
OUT_09057,Medium,1,Pharmacy
OUT_09058,Large,2,SMMT
OUT_09059,Small,0,Grocery
OUT_09060,Small,1,Hotel
OUT_09061,Small,0,Eatery
OUT_09062,Small,1,Kiosk
OUT_09063,Small,0,Eatery
OUT_09064,Large,3,Eatery
OUT_09065,Medium,1,Grocery
OUT_09066,Small,1,Hotel
OUT_09067,Small,1,SMMT
